Region,Province,Municipality,Location,Day,Month,Year,Type,Longitude,Latitude,Number_of_events,Group_ID,Extreme_event,Cluster_15,Cluster_30,Cluster_90,None
Marche,Ancona,Ancona,Ancona - Galleria del Risorgimento,11,5,1965,Fall,13.51534,43.61199,1,624,False,False,False,False,True
Marche,Ancona,Ancona,Sappanico - Montesicuro,8,1,1953,Sliding,13.45517,43.55677,2,620,True,True,True,True,False
Marche,Ancona,Ancona,Ancona - Rione Santo Stefano (Via Raffaello Sanzio),16,12,1959,Sliding,13.50509,43.60926,1,625,True,False,False,False,False
Marche,Ancona,Ancona,Ancona - Via del Castellano,19,9,1996,Flow,13.51662,43.61791,1,626,True,False,True,False,False
Marche,Ancona,Corinaldo,Corinaldo,23,2,1963,Sliding,13.04711,43.65109,2,627,True,True,True,True,False
Marche,Ancona,Fabriano,Fabriano - Lungo la linea ferroviaria Orte-Falconara dal km 225+600 al km 226+200,20,9,1990,Sliding,12.91719,43.35746,1,628,True,False,False,False,False
Marche,Ancona,Genga,San Vittore - Lungo la SP di Frasassi,29,1,1973,Sliding,12.97103,43.40286,1,629,True,False,False,False,False
Marche,Ancona,Maiolati Spontini,Moie - Via Fonde,21,2,1963,Sliding,13.12978,43.50363,1,630,True,False,False,True,False
Marche,Ancona,Ostra Vetere,Ostra Vetere - Versante nord-occidentale dell'abitato,6,3,1965,Sliding,13.05606,43.60668,1,633,False,False,False,False,True
Marche,Ancona,Polverigi,Polverigi,19,12,1963,Fall,13.39529,43.52586,1,634,True,False,False,False,False
Marche,Ancona,Ripe,Ripe,27,2,1956,Complex,13.10589,43.6725,1,635,True,False,False,False,False
Marche,Ancona,Serra San Quirico,Gola della Rossa,2,11,1962,Fall,12.99961,43.43184,1,636,True,False,False,False,False
Marche,Ancona,Serra San Quirico,Gola della Rossa - Lungo la SS n. 76,17,1,1954,Fall,12.99788,43.43009,1,637,True,False,False,False,False
Marche,Ancona,Serra San Quirico,Monte Murano - Ingresso galleria della Superstrada per Fabriano,17,12,1992,Fall,13.01237,43.43287,1,638,False,False,False,False,True
Marche,Macerata,Fiordimonte,SP n. 99 tra Ponte La Trave e Fiordimonte,10,2,1999,Fall,13.08754,43.04033,1,639,True,False,False,False,False
Marche,Macerata,Fiuminata,Fiuminata - Piazza della Vittoria,4,1,1997,Fall,12.93302,43.18962,4,521,False,False,False,False,True
Marche,Macerata,Mogliano,Mogliano,20,2,1979,Sliding,13.47916,43.18684,1,640,True,True,True,True,False
Marche,Macerata,Pioraco,Pioraco - Lungo la SC per Seppio,28,2,1951,Sliding,12.99519,43.17757,1,641,True,True,True,False,False
Marche,Macerata,Potenza Picena,Porto Potenza - Zona sud alla confluenza tra Via Lombardia e Via Liguria,31,8,1996,Flow,13.62056,43.36745,1,642,True,False,True,False,False
Marche,Macerata,Visso,Visso - Via Macereto,12,12,1990,Fall,13.08673,42.93199,1,643,True,True,False,False,False
Marche,Macerata,Visso,Visso - Lungo la SS della Valnerina,12,5,1996,Fall,13.06845,42.93069,1,644,True,True,False,False,False
Marche,Ascoli Piceno,Acquasanta Terme,Quintodecimo - Lungo la SS n. 4 Salaria,14,1,2001,Fall,13.38539,42.76447,1,645,True,False,False,False,False
Marche,Ascoli Piceno,Acquasanta Terme,Quintodecimo,8,11,1999,Fall,13.38489,42.76315,1,646,True,False,False,False,False
Marche,Ascoli Piceno,Acquasanta Terme,Acquasanta - Dopo il bivio per Arola,23,11,1997,Fall,13.41039,42.77179,1,647,True,True,True,False,False
Marche,Ascoli Piceno,Amandola,"Amandola (Comune di) - Lungo la SS n. 78 \Picena\"" dal km 49+600 al km 51+700""",9,4,1992,Flow,13.3955,42.96159,5,569,True,True,False,False,False
Marche,Ascoli Piceno,Arquata del Tronto,"Trisungo - Lungo la SS n. 4 \Salaria\""""",1,12,1996,Fall,13.3135,42.77598,1,648,True,True,False,False,False
Marche,Ascoli Piceno,Arquata del Tronto,"Trisungo - Lungo la SS n. 4 \Salaria\""""",14,6,1994,Fall,13.3135,42.77598,1,649,True,False,False,False,False
Marche,Ascoli Piceno,Arquata del Tronto,Trisungo - All'ingresso dell'abitato (direzione Roma),17,9,1998,Fall,13312,42.77612,1,650,True,False,False,False,False
Marche,Ascoli Piceno,Arquata del Tronto,Colle di Arquata,29,10,2000,Fall,13.31007,42731,1,651,False,False,False,False,True
Marche,Ascoli Piceno,Ascoli Piceno,Ascoli Piceno - Monte Rocco (a 4 km dal capoluogo),24,11,1991,Fall,13.54963,42.8737,1,652,True,True,False,False,False
Marche,Ascoli Piceno,Ascoli Piceno,San Pietro,29,3,1993,Fall,13.59266,42.83425,1,653,True,False,False,False,False
Marche,Ascoli Piceno,Ascoli Piceno,Ascoli Piceno - Zona sotto  i Mulini in via Ariosto,9,4,1999,Fall,13.5695,42.85602,1,654,True,False,False,False,False
Marche,Ascoli Piceno,Ascoli Piceno,"Ascoli Piceno - Lungo \Rete li mierghie\"" (passeggiata che dall’ex chiesetta di Santa Maria delle Stelle porta al ponte Romano di Solestà)""",29,8,1999,Fall,13.5695,42.85602,1,655,True,False,False,False,False
Marche,Ascoli Piceno,Ascoli Piceno,Colli di Rosara,1,1,1997,Fall,13.54031,42.8399,2,656,True,False,False,False,False
Marche,Ascoli Piceno,Comunanza,"Comunanza (Comune di) - Lungo la SS n. 78 \Picena\""dal km 59+100 al km 60+250""",9,4,1992,Complex,13.42213,42.91818,5,569,True,True,False,False,False
Marche,Ascoli Piceno,Fermo,Torre di Palme,5,4,1973,Sliding,13.81198,43.14309,1,657,True,False,False,False,False
Marche,Ascoli Piceno,Fermo,Fermo - Scarpata del Grifalco,5,5,2001,Fall,13.71527,43.16286,1,658,False,False,False,False,True
Marche,Ascoli Piceno,Folignano,Castelfolignano,2,7,1997,Fall,13.64087,42.81749,1,659,False,False,False,False,True
Marche,Ascoli Piceno,Roccafluvione,Scalelle - Lungo la SP per la SS Piceno-Aprutina,18,10,1996,Fall,13.41789,42.82773,1,660,False,False,True,True,False
Marche,Ascoli Piceno,Roccafluvione,"Roccafluvione (Comune di) - Lungo la SS n. 78 \Picena\"" dal km 76+800 al km 77+980""",9,4,1992,Fall,13.49614,42.83263,5,569,True,True,False,False,False
Lazio,Viterbo,Bagnoregio,Civita di Bagnoregio,19,12,1996,Fall,12.11477,42.62909,1,661,False,False,True,False,False
Lazio,Viterbo,Blera,Blera - Via le Piagge di Sotto,23,11,1997,Fall,12.02732,42.27495,1,662,True,True,True,False,False
Lazio,Viterbo,Civita Castellana,Civita Castellana - Lungo la SS n. 3 Flaminia,10,1,1983,Fall,12.44546,42.27803,1,663,False,False,False,False,True
Lazio,Viterbo,Civita Castellana,Civita Castellana - Ponzano (tra le due località lungo la linea ferroviaria Roma-Viterbo),7,10,2000,Fall,12.43255,42.29529,1,664,False,False,False,False,True
Lazio,Viterbo,Montefiascone,Montefiascone - Via Solferino della Battaglia,9,11,1997,Fall,12.03412,42.54045,1,665,True,False,False,False,False
Lazio,Viterbo,Orte,Orte,21,4,1978,Sliding,12.38709,42.46159,1,666,False,True,True,True,False
Lazio,Viterbo,Soriano nel Cimino,Soriano nel Cimino - Lungo la SP della Molinella verso Chia,9,1,1997,Fall,12.25685,42.43994,1,667,True,True,True,True,False
Lazio,Viterbo,Soriano nel Cimino,Soriano nel Cimino - Lungo la SP per Vitorchiano all'altezza del Ponte del Bersaglio,25,9,1999,Fall,12.20567,42.44189,1,668,True,False,False,False,False
Lazio,Rieti,Magliano Sabina,Magliano Sabina - Circonvallazione,26,11,1987,Debris flow,12.48053,42.36271,1,669,True,True,True,False,False
Lazio,Rieti,Micigliano,Micigliano - Lungo la SS n. 4 Salaria nei pressi del bivio per l'abitato,3,9,2000,Fall,13.07506,42.4428,1,670,False,False,False,False,True
Lazio,Rieti,Rieti,Rieti - Via Lugnano,13,8,1996,Fall,12.92732,42.43412,1,671,False,False,False,False,True
Lazio,Rieti,Rieti,Rieti - Terminillo (tra le due località lungo la SS n. 4 bis),2,9,1958,Sliding,12.94002,42.45792,1,672,False,False,False,False,True
Lazio,Rieti,Rieti,Casette - Lungo la SS n. 578 Salto-Cicolana dopo la località in direzione Grotti,31,3,2000,Fall,12.90996,42.38229,1,673,True,True,False,False,False
Lazio,Rieti,Rieti,Rieti - Lungo la strada tra il quartiere Borgo e Fonte Cottorella,27,12,2000,Fall,12.86381,42.39373,1,674,True,False,False,False,False
Lazio,Rieti,Rieti,Roccaranieri,28,12,1999,Fall,12.96618,42.33433,1,675,True,True,True,False,False
Lazio,Roma,Bellegra,Colanicchio,19,2,1986,Sliding,13.01161,41.89807,1,676,True,False,True,False,False
Lazio,Roma,Castelnuovo di Porto,Castelnuovo di Porto,25,3,1958,Fall,12.50209,42.12618,1,677,False,True,True,False,False
Lazio,Roma,Cave,Cave,29,4,1978,Complex,12.93348,41.82033,1,678,True,False,False,True,False
Lazio,Roma,Cerreto Laziale,Gerano - Cerreto Laziale - Rocca Canterano - Canterano (tra le località lungo la SS Empolitana),11,3,2000,Fall,12.98854,41.94341,1,679,False,False,False,False,True
Lazio,Roma,Cerveteri,Cerveteri - Frati,4,12,2000,Sliding,12.09913,42.00022,1,680,False,False,True,True,False
Lazio,Roma,Fiano Romano,Fiano Romano - Lungo la A1 del Sole,5,3,1965,Sliding,12.60299,42.18265,1,682,True,False,False,True,False
Lazio,Roma,Formello,Formello,18,1,1980,Fall,12.40206,42.08069,1,683,True,True,True,True,False
Lazio,Roma,Frascati,Frascati,14,5,1959,Fall,12.68113,41.80931,2,684,False,False,False,False,True
Lazio,Roma,Genazzano,Gennazzano - Presso la stazione,8,3,1969,Fall,12.9718,41.82642,1,685,True,True,True,True,False
Lazio,Roma,Grottaferrata,Grottaferrata - Lungo la SP Anagnina-Tuscolo,11,11,1999,Fall,12.6555,41.7973,1,686,True,False,False,False,False
Lazio,Roma,Labico,Labico - Lungo la SS n. 6 Casilina al km 39,29,12,1964,Flow,12.89214,41.78396,1,687,True,True,False,True,False
Lazio,Roma,Lanuvio,Lanuvio,26,4,1959,Sliding,12.69794,41.67569,1,688,False,False,True,False,False
Lazio,Roma,Marino,Frattocchie - Lungo la SS n. 7 Appia,14,5,1959,Sliding,12.61693,41.76828,2,684,False,False,False,False,True
Lazio,Roma,Morlupo,Morlupo,9,2,1953,Sliding,12.50783,42.14347,1,689,False,False,False,False,True
Lazio,Roma,Morlupo,Morlupo,3,3,1956,Fall,12.50783,42.14347,1,690,False,False,False,True,False
Lazio,Roma,Nemi,Nemi - Lago di Nemi,11,10,1992,Debris flow,12.69727,41.71797,2,691,True,True,False,False,False
Lazio,Roma,Rignano Flaminio,Rignano Flaminio,16,11,1962,Fall,12.4834,42.20972,1,692,True,True,True,False,False
Lazio,Roma,Rocca di Papa,Rocca di Papa,11,10,1992,Flow,12.70722,41.76307,2,691,True,True,False,False,False
Lazio,Roma,Rocca Priora,Rocca Priora,17,3,1955,Complex,12.76349,41.79628,1,693,False,False,True,False,False
Lazio,Roma,Roma,Labaro - Lungo la via Flaminia al km 12,13,4,1965,Fall,12.49487,41.9908,2,696,True,False,False,False,False
Lazio,Roma,Roma,Labaro - Lungo la SS n. 3 Flaminia al km 12,13,4,1965,Fall,12.49487,41.9908,2,696,True,False,False,False,False
Lazio,Roma,Roma,Roma,25,5,1958,Fall,12.48379,41.89518,1,697,False,False,False,True,False
Lazio,Roma,Roma,Roma,4,10,1963,Sliding,12.48379,41.89518,1,698,True,False,False,False,False
Lazio,Roma,Roma,Roma,8,2,1958,Fall,12.48379,41.89518,1,699,False,False,False,False,True
Lazio,Roma,Roma,Roma,6,12,1959,Sliding,12.48379,41.89518,2,695,True,True,True,False,False
Lazio,Roma,Roma,Roma,11,1,1963,Sliding,12.48379,41.89518,1,700,True,True,True,True,False
Lazio,Roma,Roma,Roma,23,10,1978,Complex,12.48379,41.89518,1,701,False,False,False,False,True
Lazio,Roma,Roma,Roma,26,8,1973,Complex,12.48379,41.89518,1,702,True,False,False,False,False
Lazio,Roma,Roma,Roma,13,9,1974,Complex,12.48379,41.89518,1,703,False,False,False,False,True
Lazio,Roma,Roma,Roma,23,9,1972,Complex,12.48379,41.89518,1,704,False,True,True,False,False
Lazio,Roma,Roma,Roma,20,8,1963,Fall,12.48379,41.89518,1,705,True,False,False,False,False
Lazio,Roma,Roma,Roma,2,1,1973,Complex,12.48379,41.89518,1,706,True,False,False,False,False
Lazio,Roma,Roma,Roma,12,1,1967,Sliding,12.48379,41.89518,1,707,False,False,False,True,False
Lazio,Roma,Roma,Roma,19,1,1978,Complex,12.48379,41.89518,1,708,True,False,False,False,False
Lazio,Roma,Roma,Roma,23,12,1963,Fall,12.48379,41.89518,1,709,True,False,False,False,False
Lazio,Roma,Roma,Roma,30,4,1962,Fall,12.48379,41.89518,1,710,False,False,False,True,False
Lazio,Roma,Roma,Roma,31,3,1963,Fall,12.48379,41.89518,1,711,True,False,False,True,False
Lazio,Roma,Roma,Roma,26,4,1972,Complex,12.48379,41.89518,1,712,True,True,True,True,False
Lazio,Roma,Roma,Roma,10,11,1967,Complex,12.48379,41.89518,1,713,True,True,False,False,False
Lazio,Roma,Roma,Roma - Acqua Acetosa,1,6,1953,Fall,12.4885,41.94072,1,714,True,False,False,False,False
Lazio,Roma,Roma,Roma - Circonvallazione Ostiense,21,1,1967,Complex,12.48556,41.86872,1,715,False,False,False,True,False
Lazio,Roma,Roma,Roma - Circonvallazione Salaria,29,9,1960,Complex,12.51528,41.94123,2,716,False,False,False,False,True
Lazio,Roma,Roma,Roma - Colle Aventino,14,6,1962,Sliding,12.47933,41.88472,1,717,False,False,False,False,True
Lazio,Roma,Roma,Roma - Lungotevere Monte Giardino,2,1,1965,Sliding,12.46218,41.92707,1,718,True,True,False,True,False
Lazio,Roma,Roma,Roma - Magliana (lungo la linea ferroviaria viadotto Fiumicino),14,7,1963,Fall,12.39161,41.82356,1,719,False,False,False,False,True
Lazio,Roma,Roma,Roma - Monte Mario,25,1,1973,Fall,12.44987,41.92684,1,720,True,True,False,False,False
Lazio,Roma,Roma,Roma - Parioli,15,1,1960,Sliding,12.48405,41.93119,1,721,True,False,True,True,False
Lazio,Roma,Roma,Roma - Pietralata,24,5,1960,Debris flow,12.57155,41.92602,1,722,False,False,False,True,False
Lazio,Roma,Roma,Roma - San Basilio,8,11,1958,Sliding,12.58375,41.93972,1,723,False,False,False,False,True
Lazio,Roma,Roma,Roma - Via Arezzo,28,8,1953,Complex,12.51847,41.91245,1,724,True,False,False,False,False
Lazio,Roma,Roma,Roma - Via Borghetto Prenestino,4,2,1963,Sliding,12.53755,41.89822,1,725,True,False,True,True,False
Lazio,Roma,Roma,Roma - Via Castro dei Volsci,15,1,1978,Complex,12.53345,41.86623,1,726,True,False,False,False,False
Lazio,Roma,Roma,Roma - Via dei Monti della Farnesina,3,9,1965,Flow,12.4551,41.93862,1,727,True,False,False,False,False
Lazio,Roma,Roma,Roma - Via G. Guinizelli,14,11,1959,Sliding,12.4597,41.87869,1,728,True,True,False,False,False
Lazio,Roma,Roma,Roma - Via Pereira,6,4,1978,Complex,12.44039,41.9156,1,729,False,False,False,True,False
Lazio,Roma,Roma,Roma - Via Trionfale,15,11,1961,Sliding,12.43235,41.93797,2,694,True,True,True,False,False
Lazio,Roma,Roma,Roma - Via Usodimare,29,3,1968,Complex,12.49574,41.86982,1,730,False,False,True,True,False
Lazio,Roma,Roma,Roma - Viale Somalia,21,10,1960,Complex,12.51558,41.93774,1,731,True,True,True,False,False
Lazio,Roma,Roma,Roma - Viale Tiziano,4,4,1972,Complex,12.47187,41.92678,1,732,False,False,False,False,True
Lazio,Roma,Roma,Tor dè Cenci,14,11,1953,Fall,12.43931,41.7755,1,733,False,False,True,False,False
Lazio,Roma,San Vito Romano,Vallerano - Vollica (tra le due località lungo la SC),1,12,1996,Sliding,12.98099,41.89764,1,734,True,True,False,False,False
Lazio,Roma,Segni,Segni (Comune di),18,11,1975,Complex,13.02689,41.6977,4,681,True,False,False,False,False
Lazio,Roma,Subiaco,San Francesco,10,12,1990,Fall,13.0865,41.92394,1,735,True,False,False,False,False
Lazio,Roma,Subiaco,Subiaco - Jenne (tra le due località lungo la SP al km 8),18,9,1999,Fall,13.12789,41.94651,1,736,False,False,False,False,True
Lazio,Roma,Tivoli,Tivoli - Lungo la SS n. 5 Tiburtina al km 35+700,18,11,1975,Fall,12.82667,41.96885,4,681,True,False,False,False,False
Lazio,Roma,Trevignano Romano,Trevignano Romano - Rocca degli Orsini,24,1,1960,Fall,12.25078,42.15782,1,739,False,False,False,True,False
Lazio,Roma,Trevignano Romano,Trevignano Romano - Rocca degli Orsini,5,1,1990,Fall,12.25078,42.15782,1,740,False,False,False,False,True
Lazio,Roma,Trevignano Romano,Trevignano Romano - Rocca degli Orsini,24,1,1962,Fall,12.25078,42.15782,2,738,False,False,False,False,True
Lazio,Roma,Valmontone,Valmontone,6,2,1972,Debris flow,12.91991,41.77712,2,741,False,False,False,False,True
Lazio,Roma,Valmontone,Valmontone,6,2,1972,Debris flow,12.91991,41.77712,2,741,False,False,False,False,True
Lazio,Roma,Velletri,Acqua Lucia - Lungo la SS n. 7 Appia,25,11,1966,Sliding,12.78412,41.68624,1,742,True,True,True,True,False
Lazio,Latina,Fondi,Fondi (Comune di),19,10,1991,Debris flow,13.43065,41.35942,1,743,True,True,False,False,False
Lazio,Latina,Formia,Formia - Via Gramsci (collina di Sant'Antonio),19,9,1995,Fall,13.61158,41.26005,1,744,True,False,True,False,False
Lazio,Latina,Formia,Formia - Via Gramsci (collina di Sant'Antonio),12,8,1996,Fall,13.61158,41.26005,1,745,False,False,False,False,True
Lazio,Latina,Formia,Pesatore,26,12,1996,Fall,13.61644,41.29485,1,746,True,False,True,True,False
Lazio,Latina,Formia,Pesatore - Lungo la strada del Redentore,31,7,1996,Fall,13.61644,41.29485,1,747,False,False,False,False,True
Lazio,Latina,Monte San Biagio,Monte San Biagio,18,10,1966,Debris flow,13.35292,41.35421,1,749,True,True,True,False,False
Lazio,Latina,Norma,Norma - Lungo la SP Norbana,10,5,2000,Fall,12.96041,41.58811,1,750,False,False,False,False,True
Lazio,Latina,Priverno,Priverno - Villa Lina,18,12,1995,Fall,13.18326,41.47395,1,751,True,False,False,False,False
Lazio,Latina,Prossedi,Prossedi - Lungo la SP di collegamento con la SS n. 156 dei Monti Lepini (via S. Lucia),28,2,2001,Fall,13.26182,41.51296,1,752,True,False,False,False,False
Lazio,Latina,Sezze,Sezze - Latina Scalo (tra le due località lungo la linea ferroviaria),27,4,1978,Sliding,13.00521,41.50651,1,753,False,False,False,True,False
Lazio,Latina,Sezze,Sezze - Lungo la SP delle Coste,3,10,1996,Fall,13.06353,41.50695,1,754,True,False,True,False,False
Lazio,Frosinone,Alatri,Alatri - Zona dell'ex stazione ferroviaria,10,2,1999,Fall,13.34549,41.73229,1,756,True,False,False,False,False
Lazio,Frosinone,Anagni,Anagni,9,5,1974,Sliding,13.16314,41.74379,1,757,True,True,True,True,False
Lazio,Frosinone,Cassino,Cassino (Comune di),7,2,1983,Sliding,13.82989,41.49565,3,758,True,False,False,False,False
Lazio,Frosinone,Cassino,Cassino - Lungo la linea ferroviaria Cassino-Napoli,8,2,1983,Debris flow,13.85444,41455,3,758,True,False,False,False,False
Lazio,Frosinone,Cassino,Montecassino,9,11,1985,Fall,13.81302,41.49216,1,759,True,False,False,False,False
Lazio,Frosinone,Cervaro,Cervaro (Comune di),24,11,1991,Flow,13.90566,41.48154,1,760,True,True,True,False,False
Lazio,Frosinone,Falvaterra,Falvaterra,7,9,1974,Sliding,13.52417,41.50527,1,761,False,False,False,False,True
Lazio,Frosinone,Gallinaro,Gallinaro - Via Vallefredda,11,4,1993,Sliding,13.7989,41.65824,1,762,False,False,False,False,True
Lazio,Frosinone,San Vittore del Lazio,San Vittore del Lazio - Lungo la SS n. 6 Casilina,26,10,1966,Debris flow,13.9069,41.45448,1,763,True,True,True,False,False
Abruzzo,L'Aquila,Alfedena,Alfedena - Montagna Spaccata,31,5,1956,Fall,13.99777,41.72017,1,764,False,False,False,False,True
Abruzzo,L'Aquila,Anversa degli Abruzzi,Anversa degli Abruzzi - Lungo la strada per Scanno,28,12,1999,Fall,13.81661,41.97016,1,765,True,False,False,False,False
Abruzzo,L'Aquila,Balsorano,Case Alfonsi,15,3,1986,Fall,13.57133,41.76506,1,766,False,False,True,False,False
Abruzzo,L'Aquila,Balsorano,Case Alfonsi,3,3,1987,Fall,13.57133,41.76506,1,767,False,True,False,False,False
Abruzzo,L'Aquila,Campo di Giove,Campo di Giove - Lungo la SP n. 12 per Sulmona,2,4,1993,Fall,14.02734,42.01031,1,768,False,False,False,False,True
Abruzzo,L'Aquila,Caporciano,Caporciano,11,10,1986,Fall,13.67452,42.25104,1,769,False,False,False,False,True
Abruzzo,L'Aquila,Cappadocia,Petrella Liri,15,4,1986,Fall,13.2855,42.01811,1,770,True,False,False,True,False
Abruzzo,L'Aquila,Cappadocia,Petrella Liri,19,3,1994,Fall,13.2855,42.01811,1,771,False,False,False,False,True
Abruzzo,L'Aquila,Cappadocia,"Cappadocia - Lungo la SP \Alto Liri\""""",29,1,2001,Fall,13.2966,42.01336,1,772,False,False,False,False,True
Abruzzo,L'Aquila,Carsoli,Pietrasecca - Lungo la A24 Roma-L'Aquila,10,4,1994,Fall,13.13094,42.13439,1,773,True,False,False,False,False
Abruzzo,L'Aquila,Castellafiume,Castellafiume (Monte Arezzo) - Lungo la SP Capistrello-Valle Roveto,3,3,2001,Fall,13.34172,41.9881,1,774,True,False,False,False,False
Abruzzo,L'Aquila,L'Aquila,Ripa di Bagno,24,2,1987,Flow,13.42416,42.30575,2,775,True,True,False,False,False
Abruzzo,L'Aquila,Lucoli,Collefracido di Sassa,5,3,1986,Sliding,13.32455,42.32345,2,776,True,True,True,False,False
Abruzzo,L'Aquila,Opi,Opi,3,9,1984,Fall,13.8306,41.78229,1,777,False,False,False,False,True
Abruzzo,L'Aquila,Raiano,San Venanzio,19,11,1986,Fall,13.79725,42.11279,1,778,False,False,False,False,True
Abruzzo,L'Aquila,Roccacasale,Roccacasale - Rupe sopra abitato,29,4,1989,Fall,13.88743,42.1271,1,779,True,False,False,False,False
Abruzzo,L'Aquila,Scanno,Scanno - Lungo la SS n. 479 dal km 27+950 al km 28+050,2,2,1988,Fall,13.87175,41.92184,1,780,True,False,False,False,False
Abruzzo,L'Aquila,Scanno,Scanno - Zona fra Le Musa e Carapale,30,8,1985,Fall,13.86468,41.88891,1,781,False,False,False,False,True
Abruzzo,L'Aquila,Tagliacozzo,Villa San Sebastiano,5,9,1955,Debris flow,13.31139,42.0301,1,782,False,False,False,False,True
Abruzzo,L'Aquila,Villalago,Diga San Domenico - Lungo la SS n. 479 per Scanno,31,3,1994,Fall,13.82875,41.94861,1,783,False,False,False,False,True
Abruzzo,Teramo,Campli,Campli,13,3,1973,Sliding,13.6866,42.72761,1,784,True,False,False,False,False
Abruzzo,Teramo,Castelli,Leomogna,26,1,1987,Fall,13.70985,42.47224,1,785,False,False,False,False,True
Abruzzo,Teramo,Colledara,Castiglione della Valle,15,4,1986,Flow,13.67731,42.55156,1,786,False,False,False,False,True
Abruzzo,Teramo,Crognaleto,Contrada Paladini,26,11,1987,Fall,13.46153,42.54292,1,787,True,False,False,False,False
Abruzzo,Teramo,Crognaleto,Nerito di Crognaleto - Lungo la strada,16,12,1999,Fall,13.47556,42.54687,1,788,True,False,False,False,False
Abruzzo,Teramo,Pietracamela,Pietracamela - Lungo la strada per Intermesoli,7,9,1951,Fall,13.54999,42.5335,1,789,False,False,False,False,True
Abruzzo,Teramo,Pietracamela,Pietracamela - Lungo la SP n. 43 per Prati di Tivo,11,10,1996,Fall,13.56794,42.51724,1,790,True,False,True,True,False
Abruzzo,Pescara,Lettomanoppello,Lettomanoppello - Lungo la SP per Scafa,22,12,1994,Fall,14.02236,42.25355,1,791,False,False,False,False,True
Abruzzo,Pescara,Pianella,Pianella - Via Santa Lucia,24,3,1986,Sliding,14.05041,42.3981,1,792,True,False,True,True,False
Abruzzo,Chieti,Montebello sul Sangro,Montebello sul Sangro (Comune di),11,4,1971,Flow,14.32653,41.98829,1,793,True,True,False,False,False
Abruzzo,Chieti,Casoli,Guarenna - Lungo la SP per Lanciano,10,1,1997,Fall,14.35902,42.13165,1,794,False,False,False,False,True
Abruzzo,Chieti,Colledimezzo,Colledimezzo,18,4,1973,Sliding,14.38172,41.98596,1,795,True,False,False,True,False
Abruzzo,Chieti,Pennapiedimonte,Pennapiedimonte,8,3,1965,Fall,14.19451,42.15231,1,797,False,False,False,False,True
Abruzzo,Chieti,Torricella Peligna,Fallascoso,1,4,1987,Fall,14.24245,42.00527,1,798,True,False,False,False,False
Abruzzo,Chieti,Vasto,Vasto - Versante orientale dell'abitato,22,11,1955,Fall,14.71501,42.11719,1,799,False,False,False,False,True
Abruzzo,Chieti,Villa Santa Maria,Villa Santa Maria,6,2,1963,Fall,14.35158,41.95106,1,800,False,True,False,False,False
Abruzzo,Chieti,Villa Santa Maria,Villa Santa Maria,29,6,1998,Fall,14.35158,41.95106,1,801,False,False,False,False,True
Molise,Campobasso,Larino,Larino,3,9,1987,Flow,14.91046,41.80188,1,802,False,False,False,False,True
Molise,Campobasso,Macchia Valfortore,Macchia Valfortore,23,2,1963,Flow,14.91258,41.59385,2,803,False,False,True,True,False
Molise,Campobasso,Montenero di Bisaccia,Montenero di Bisaccia - Lungo la SP n. 102 (nel versante occidentale dell'abitato),7,3,1994,Fall,14.78,41.96043,1,804,False,False,True,True,False
Molise,Campobasso,Petacciato,Petacciato - Lungo la SS n. 16 al km 543+100,29,1,1991,Complex,14.85431,42.02659,5,805,False,False,False,False,True
Molise,Campobasso,Ripalimosani,Contrada Covatta - Lungo la SS Bifernina al km 26 presso il viadotto Pozzillo II,5,5,1997,Flow,14634,41.63417,1,806,False,False,False,False,True
Molise,Campobasso,Termoli,Termoli - Lungo la linea ferroviaria per Foggia,12,2,1954,Flow,14.92114,42.01647,1,807,False,True,True,False,False
Molise,Isernia,Agnone,Agnone - Rione Veneziano (Belvedere Ripa),28,8,1998,Fall,14.36682,41.80704,2,808,True,False,False,False,False
Molise,Isernia,Pescopennataro,Pescopennataro - Lungo la strada Istonia-Sangrina,3,7,1997,Fall,14.29355,41.87585,1,809,False,False,False,False,True
Molise,Isernia,Pozzilli,Pozzilli,6,10,1998,Fall,14.06198,41.51436,1,810,True,True,False,False,False
Campania,Caserta,Calvi Risorta,Carpine - Lungo la SP Calvi Risorta-Rocchetta e Croce,8,5,1998,Fall,14.15275,41.22471,1,811,True,False,True,False,False
Campania,Caserta,Casagiove,Casagiove - Quartiere Coccagna (Colli Tifatini),21,12,1998,Flow,14.30801,41.08769,3,812,True,False,True,True,False
Campania,Caserta,Caserta,Santa Barbara,20,2,1963,Sliding,14.36224,41.08946,1,813,True,True,True,True,False
Campania,Caserta,Piana di Monte Verna,Villa Santa Croce - Attoli,13,5,1998,Fall,14.3255,41.19387,1,814,False,False,False,False,True
Campania,Caserta,Piedimonte Matese,Piedimonte Matese - Lungo la SS n.158 per Castello Matese,20,9,1993,Fall,14.37462,41.36378,1,815,False,False,False,False,True
Campania,Caserta,Pontelatone,Treglia - Lungo la strada per Salomoni,2,10,1993,Fall,14.26112,41.22487,1,816,True,False,False,False,False
Campania,Caserta,San Felice a Cancello,San Felice a Cancello - Via Casa Zenca,15,10,1960,Sliding,14.48459,41.01315,1,817,True,False,False,False,False
Campania,Caserta,San Gregorio Matese,San Gregorio Matese - Lungo la SS n. 158,18,1,1987,Fall,14.37242,41.38763,1,819,True,False,False,False,False
Campania,Benevento,Apollosa,Apollosa,22,1,1977,Flow,14.69894,41.09333,1,820,False,False,False,True,False
