Region,Province,Municipality,Location,Day,Month,Year,Type,Longitude,Latitude,Number_of_events,Group_ID,Extreme_event,Cluster_15,Cluster_30,Cluster_90,None
Liguria,Genova,Cicagna,Cicagna - In prossimità dell'abitato,12,1,1970,Flow,9.24224,44.40719,1,406,True,True,False,False,False
Liguria,Genova,Cogoleto,Cogoleto - Lungo la A10 dei Fiori,29,1,1958,Fall,8.63605,44.38843,1,407,False,False,False,False,True
Liguria,Genova,Davagna,Rosso - Lungo la SP n. 14,1,11,1992,Fall,9.07431,44.44624,1,408,True,False,True,False,False
Liguria,Genova,Genova,Carpenara,30,6,1994,Debris flow,8.82438,44.46544,2,409,False,False,False,False,True
Liguria,Genova,Genova,Molassana - Via Adamoli,24,1,1995,Fall,8.9837,44.4544,1,414,True,False,False,False,False
Liguria,Genova,Ne,Cassagna,2,11,1968,Sliding,9.47185,44.34333,1,419,True,False,False,False,False
Liguria,Genova,Sant'Olcese,Sant'Olcese - Lungo la SS n. 80 Trensasco,3,4,1992,Fall,8.95432,44.46327,1,423,True,True,False,False,False
Liguria,Genova,Sant'Olcese,Trensasco - Lungo la SP n. 80,7,11,1997,Fall,8.95507,44.46074,1,424,True,False,False,False,False
Liguria,Genova,Serra Riccò,Serra Riccò - San Cipriano (tra le due località),13,10,1982,Debris flow,8.91839,44.50702,1,425,True,True,False,False,False
Liguria,Genova,Sori,Sori - Lungo la SS n. 1 Aurelia,26,12,1958,Fall,9.11294,44.36996,1,426,True,True,False,False,False
Liguria,La Spezia,Carro,Passo della Mola - Castiglione Chiavarese (tra le due località),25,3,1969,Flow,9.58045,44.28246,1,430,False,False,False,False,True
Emilia-Romagna,Piacenza,Bettola,Bramaiano,29,4,1978,Complex,9.61109,44.75801,1,433,True,True,True,False,False
Emilia-Romagna,Piacenza,Coli,Perino - Belvedere,23,3,1957,Complex,9.50195,44.82071,1,434,True,False,False,False,False
Emilia-Romagna,Piacenza,Coli,Braschi,27,2,1977,Flow,9.42468,44.74446,1,435,True,True,False,True,False
Emilia-Romagna,Piacenza,Ferriere,Lago di Comolara - Cassimoreno,4,10,1957,Fall,9.57049,44.63783,1,436,False,False,False,False,True
Emilia-Romagna,Piacenza,Travo,Pietra Parcellara - A monte della SS PC-GE a 33 km da Piacenza,3,1,1960,Fall,9.49372,44.83855,1,437,False,False,True,True,False
Emilia-Romagna,Parma,Berceto,Case Giacomone (Pagazzano),20,3,1977,Flow,9.9745,44.5642,1,438,True,False,False,False,False
Emilia-Romagna,Parma,Berceto,Groppo di Gorro (Roccamurata) - Lungo la SS n. 523 al km 16,11,10,1975,Fall,9.90537,44.54138,1,439,True,False,False,False,False
Emilia-Romagna,Parma,Corniglio,Signatico,10,5,1977,Debris flow,10.12842,44.54567,1,441,False,False,False,False,True
Emilia-Romagna,Parma,Corniglio,Groppo di Vestola - Lungo la SP,17,10,1975,Fall,10.12974,44.52393,1,442,True,False,False,False,False
Emilia-Romagna,Parma,Monchio delle Corti,"Monchio delle Corti - Lungo la SS \Massese\""""",4,11,1998,Fall,10.14388,44.42361,1,443,True,False,False,False,False
Emilia-Romagna,Parma,Terenzo,Terenzo - Ad ovest dell'abitato,21,10,1975,Flow,10.08533,44.61073,1,444,True,False,False,False,False
Emilia-Romagna,Parma,Tizzano Val Parma - Corniglio,Tizzano Val Parma - Corniglio (tra le due località lungo la SP),10,2,1977,Flow,10.13467,44.50057,1,445,True,False,False,True,False
Emilia-Romagna,Parma,Varano dè Melegari,Varano de' Melegari - Lungo la strada della Val Pessola per Solignano,27,8,1998,Fall,9.9829,44.68455,1,446,False,False,False,False,True
Emilia-Romagna,Reggio nell'Emilia,Casina,Casa Cattoi-Rio Torbido - Lungo la SS n. 63 al km 91+200,21,2,1996,Fall,10.52452,44.54536,1,448,True,False,True,True,False
Emilia-Romagna,Reggio nell'Emilia,Casina,Casa Cattoi-Rio Torbido - Lungo la SS n. 63 al km 91+200,24,2,1996,Fall,10.52452,44.54536,1,449,True,False,True,True,False
Emilia-Romagna,Reggio nell'Emilia,Castelnovo nè Monti,Grotte di Calcinara - Lungo la strada per la variante di Felina,9,4,1996,Fall,10.44356,44.44702,1,450,False,False,False,False,True
Emilia-Romagna,Reggio nell'Emilia,Ligonchio,Caprile - Lungo la SP n. 18 tra Busana e Ligonchio,28,5,1996,Fall,10.33515,44.33687,1,451,False,False,False,False,True
Emilia-Romagna,Reggio nell'Emilia,Toano,Cerredolo,23,4,1960,Sliding,10.61938,44402,1,452,True,False,False,False,False
Emilia-Romagna,Reggio nell'Emilia,Toano,Corneto - Zona nei dintorni dell'abitato lungo la strada Cerredolo-Toano,10,9,1972,Flow,10.55944,44.4033,7,447,True,True,False,False,False
Emilia-Romagna,Reggio nell'Emilia,Vezzano sul Crostolo,La Vecchia,9,6,1973,Flow,10.52757,44.56567,1,453,True,False,False,False,False
Emilia-Romagna,Modena,Montese,Antoniano - Lungo la SP n. 27 Montese-Ponte Docciola al km 17+200,6,3,1991,Fall,10.90028,44.29733,1,454,False,False,False,False,True
Emilia-Romagna,Modena,Savignano sul Panaro,Savignano sul Panaro,8,5,1957,Fall,11.04084,44.47932,1,455,False,False,False,True,False
Emilia-Romagna,Bologna,Castel d'Aiano,Ribecco di Labante,19,1,1996,Fall,11.03974,44.26242,1,456,False,False,False,False,True
Emilia-Romagna,Bologna,Castel del Rio,Castel del Rio - Lungo la SS Montanara per Moraduccio,24,4,1993,Fall,11503,44.18659,1,457,False,False,False,False,True
Emilia-Romagna,Bologna,Granaglione,Molino del Pallone - Lungo la SS n. 632 al km 6+300,13,10,1991,Fall,10.96627,44.10379,1,458,True,False,False,False,False
Emilia-Romagna,Bologna,Granaglione,Casa Gardella - Lungo la SS n. 632 Traversa di Pracchia tra Ponte della Venturina e Molino del Pallone,24,2,1995,Fall,10.97742,44.12134,1,459,True,False,False,False,False
Emilia-Romagna,Bologna,Loiano,Gole di Scascoli - Lungo la Fondovalle Savena,9,4,1993,Fall,11.30287,44.31692,1,460,False,False,False,False,True
Emilia-Romagna,Bologna,Loiano,"Scascoli - Lungo la \Fondovalle Savena\""""",26,12,1996,Fall,11.30435,44.31563,1,461,False,False,False,False,True
Emilia-Romagna,Bologna,Loiano,Barbarolo,5,5,1998,Fall,11.3444,44.29957,1,462,True,False,False,False,False
Emilia-Romagna,Bologna,Monterenzio,Savazza,13,6,1994,Fall,11.40118,44.30705,1,463,True,False,False,False,False
Emilia-Romagna,Bologna,Sasso Marconi,"Sasso Marconi - Lungo la SS n. 64 \Porrettana\""""",11,10,1987,Fall,11.24925,44.39966,1,464,False,False,False,False,True
Emilia-Romagna,Bologna,Vergato,"Calvenzano - Lungo la SS n. 64 \Porrettana\""al km 60+150""",19,4,1960,Flow,11.13816,44.30333,1,465,True,False,False,False,False
Emilia-Romagna,Ravenna,Brisighella,Brisighella - Vecchio Borgo,21,2,1969,Fall,11.77065,44.22445,1,466,False,False,False,False,True
Emilia-Romagna,Ravenna,Casola Valsenio,Casola Valsenio - Via San Ruffillo,1,12,1997,Fall,11.60852,44.20937,1,467,True,False,False,False,False
Emilia-Romagna,Forlì-Cesena,Dovadola,Montone - A monte di Dovadola,8,10,1990,Fall,11.8637,44095,1,468,True,True,False,False,False
Emilia-Romagna,Forlì-Cesena,Dovadola,San Ruffillo - Lungo la SS n. 67,12,1,1997,Fall,11.86799,44.10405,1,469,False,True,True,False,False
Emilia-Romagna,Forlì-Cesena,Galeata,San Zeno - Lungo la sede stradale,24,11,1991,Fall,11.86535,44.0191,1,470,True,False,False,False,False
Emilia-Romagna,Rimini,Santarcangelo di Romagna,Santarcangelo di Romagna,18,12,1992,Fall,12.44605,44.06366,1,471,False,False,False,False,True
Emilia-Romagna,Rimini,Verucchio,Verucchio - Zona ingresso al centro storico,9,1,1997,Fall,12.42326,43.98388,1,472,False,True,True,False,False
Toscana,Massa-Carrara,Aulla,Aulla,11,4,1988,Debris flow,9.96944,44.20865,1,473,False,False,False,False,True
Toscana,Massa-Carrara,Carrara,Carrara - Lungo la strada di Torano,7,11,1994,Fall,10.10436,44.09024,1,474,True,True,False,False,False
Toscana,Massa-Carrara,Fivizzano,Fivizzano - Lungo la SP Monzone-Isolano,1,10,1993,Debris flow,10.1213,44.16661,1,475,True,True,True,False,False
Toscana,Massa-Carrara,Fivizzano,Monzone - La Rocca,7,10,1998,Fall,10.13216,44.16017,2,440,True,True,False,False,False
Toscana,Massa-Carrara,Massa,Forno,24,10,1997,Fall,10.17965,44.08428,1,476,False,False,False,False,True
Toscana,Massa-Carrara,Massa,Guadine - Lungo la strada,6,1,1997,Fall,10.19149,44.07683,1,477,True,False,True,True,False
Toscana,Massa-Carrara,Mulazzo,Mulazzo - Lungo la SP n. 61 fra Pieve di Castevoli e Rivazzo,10,1,1996,Sliding,9.91073,44.28404,1,479,True,False,False,False,False
Toscana,Lucca,Bagni di Lucca,Strette di Cocciglia,27,12,1983,Fall,10.6618,44.04133,1,480,False,True,False,False,False
Toscana,Lucca,Barga,Loppia Bassa,20,11,1952,Flow,10.48863,44.05593,1,481,True,False,False,False,False
Toscana,Lucca,Barga,Ricavo (Loppia di Sotto),17,11,1951,Flow,10.48618,44.05451,1,482,True,True,True,False,False
Toscana,Lucca,Barga,Sommocolonia - Lungo la SC per Barga,1,7,1998,Fall,10.49172,44.09377,1,483,False,False,False,False,True
Toscana,Lucca,Borgo a Mozzano,Grotte di Anchiano,4,11,1995,Fall,10.53352,43.96827,1,484,True,False,False,False,False
Toscana,Lucca,Borgo a Mozzano,Borgo a Mozzano - Lungo la SS n. 12 del Brennero,14,9,1997,Fall,10.55439,43.99091,1,485,False,False,False,False,True
Toscana,Lucca,Minucciano,Pizzo d'Uccello - Lungo la via Oppio-Colnaghi,13,6,1997,Fall,10.19549,44.14229,1,486,False,False,False,False,True
Toscana,Lucca,Pieve Fosciana,Sillico - Capraia (tra le due località lungo la strada),11,11,1997,Fall,10.45028,44.13912,1,487,True,True,True,False,False
Toscana,Lucca,Stazzema,Cardoso,19,6,1996,Debris flow,10.31413,44.01441,1,488,False,False,False,False,True
Toscana,Pistoia,Pistoia,Piteccio - Castagno (tra le due località lungo la strada),4,1,1977,Sliding,10.90138,44.01124,1,489,True,False,True,True,False
Toscana,Pistoia,Pistoia,Piteccio - Lungo la linea ferroviaria Bologna-Pistoia,18,6,1978,Fall,10.8991,44.00784,1,490,True,False,False,True,False
Toscana,Pistoia,Piteglio,Popiglio - La Lima (tra le due località),15,11,1985,Fall,10.76476,44.05404,1,491,True,False,False,False,False
Toscana,Pistoia,Sambuca Pistoiese,Pracchia - Molino del Pallone (tra le due località lungo la linea ferroviaria Porrettana),16,9,1975,Complex,10.95696,44.09012,1,492,True,False,True,False,False
Toscana,Firenze,Bagno a Ripoli,I Renai - Lungo la strada tra Remole e Rosano,9,2,1987,Sliding,11.39968,43.78301,1,493,False,False,False,False,True
Toscana,Firenze,Barberino di Mugello,Montecarelli - Lungo la SS n. 65 della Futa al km 37,17,2,1960,Sliding,11.26201,44.04179,1,494,True,True,False,True,False
Toscana,Firenze,Borgo San Lorenzo,Colla di Casaglia - Lungo la SS n. 302,5,12,1959,Complex,11.51913,44.03779,1,495,True,False,False,False,False
Toscana,Firenze,Fiesole,Fonte Lucente,4,11,1966,Sliding,11.2886,43.81238,1,496,True,False,True,False,False
Toscana,Firenze,Impruneta,Impruneta - Lungo l'autostrada A1 tra Firenze e Certosa,25,9,1973,Flow,11.20306,43.72558,1,497,True,False,False,False,False
Toscana,Firenze,Pontassieve,Pontassieve,17,6,1986,Debris flow,11.44127,43.77672,1,498,True,False,False,False,False
Toscana,Firenze,Tavarnelle Val di Pesa,San Donato in Poggio - Lungo il raccordo autostradale Firenze-Siena,23,3,1970,Complex,11.23675,43.53705,1,499,False,False,False,True,False
Toscana,Pisa,Palaia,Alica,19,5,1988,Fall,10.7259,43.59962,1,501,False,True,True,True,False
Toscana,Arezzo,Castel Focognano,Molino dei Forti - Lungo la strada Rassina-Pratomagno,18,2,1960,Sliding,11.78809,43.65489,1,502,True,False,False,True,False
Toscana,Arezzo,Chiusi della Verna,Badia Prataglia - Lungo la SS n. 71,13,10,1991,Fall,11.88972,43.79672,1,503,True,False,False,False,False
Toscana,Arezzo,Chiusi della Verna,La Verna - La Rupe,12,3,1997,Fall,11.93156,43.70823,1,504,False,False,False,False,True
Toscana,Arezzo,Loro Ciuffenna,Gorgiti,30,10,1992,Debris flow,11.62247,43.63679,1,505,True,True,True,False,False
Toscana,Siena,Radicondoli,La Fornace - Bivio Anqua (tra le due località lungo la SP n. 35 dal km 0+700 al km 3+200),13,1,1997,Flow,10.99382,43.21787,2,506,True,True,True,True,False
Toscana,Prato,Cantagallo,Carmignanello - Villa Edelmann,8,2,1997,Fall,11.14106,43.99941,1,507,False,False,False,True,False
Toscana,Prato,Prato,Prato - Borgo Valsugana,14,10,1993,Flow,11.09407,43.88517,1,508,False,False,False,False,True
Toscana,Prato,Vaiano,La Briglia - Lungo la SS n. 325 verso Santa Lucia,4,1,1997,Fall,11.1264,43.93661,2,509,True,True,True,True,False
Umbria,Perugia,Assisi,Pieve San Nicolò - Lungo la strada principale del paese,26,3,1992,Sliding,12.61908,43.12871,1,510,True,False,False,False,False
Umbria,Perugia,Assisi,Casacce - Sasso,18,2,1963,Sliding,12.65559,43.15252,2,511,True,False,False,True,False
Umbria,Perugia,Assisi,San Gregorio,25,2,1963,Sliding,12.54948,43.13762,1,512,True,True,True,True,False
Umbria,Perugia,Bettona,Bettona - Cimitero,12,6,1985,Sliding,12.49534,43.01177,2,513,False,False,False,False,True
Umbria,Perugia,Cerreto di Spoleto,Borgo Cerreto - Lungo la SS n. 209 della Valnerina verso Piedipaterno,9,3,1995,Fall,12.91515,42.81462,1,515,True,True,True,True,False
Umbria,Perugia,Cerreto di Spoleto,"Galleria \Centrale del Corno\"" - Lungo la SS n. 320 tra Triponzo e Biselli""",24,10,1998,Fall,12.94565,42.81703,1,516,False,False,False,False,True
Umbria,Perugia,Citerna,Citerna - Lungo la circonvallazione,6,2,1968,Fall,12.11546,43.50009,1,517,False,False,False,False,True
Umbria,Perugia,Città della Pieve,San Biagio,4,5,1983,Flow,12.01409,42.9882,1,518,False,False,False,False,True
Umbria,Perugia,Città della Pieve,Case Trevinano,11,5,1975,Sliding,12.02215,42.99858,1,519,False,False,False,True,False
Umbria,Perugia,Città di Castello,Trestina - Torrente Seano,17,11,1996,Fall,12.23794,43.37078,2,520,True,False,False,False,False
Umbria,Perugia,Corciano,Mantignana,19,7,1955,Fall,12.28948,43.15944,1,522,False,False,False,False,True
Umbria,Perugia,Costacciaro,Costa San Savino - Lungo la SC del Buzzacchero,22,11,1985,Sliding,12.68488,43.39379,1,523,True,False,False,False,False
Umbria,Perugia,Costacciaro,Costacciaro - Lungo la strada di Monte Cucco,1,2,1986,Fall,12.72438,43.35902,1,524,True,False,False,False,False
Umbria,Perugia,Foligno,Abbazia di Sassovivo - Lungo la strada che va a Casale (a due Km dall'Abbazia),3,4,1996,Fall,12.76335,42.95749,2,527,True,False,False,False,False
Umbria,Perugia,Gualdo Tadino,Gola della Rocchetta,7,11,1997,Fall,12.80504,43.22972,3,525,True,False,False,False,False
Umbria,Perugia,Gubbio,Gubbio - Zona nei pressi del Duomo,23,3,1986,Fall,12.58153,43.35493,1,528,True,False,True,True,False
Umbria,Perugia,Gubbio,Carpiano - C. Sterpaiolo - Monte Urbino,1,1,1958,Sliding,12.52659,43.25591,1,529,False,False,False,False,True
Umbria,Perugia,Gubbio,Gubbio - Lungo la SS n. 452 della Contessa al km 1+500,21,11,1993,Fall,12.56055,43.37592,1,530,False,False,True,False,False
Umbria,Perugia,Gubbio,Gubbio - Lungo la SS n. 452 della Contessa,23,10,1993,Fall,12.55795,43.36695,1,531,False,False,False,False,True
Umbria,Perugia,Gubbio,Gubbio - Lungo la SS n. 452 della Contessa al km 6+200,19,10,1993,Fall,12.58336,43.41316,1,532,False,False,False,False,True
Umbria,Perugia,Gubbio,Gubbio - Lungo la SS n. 298 per Scheggia vicino all'Eremo di Sant'Ambrosio,28,9,1993,Fall,12.57938,43.3597,1,533,False,False,False,False,True
Umbria,Perugia,Gubbio,Torre Calzolari - C. Torre Alta,1,1,1982,Debris flow,12.66622,43.2964,1,534,True,True,True,False,False
Umbria,Perugia,Gubbio,Castellano di Goregge,17,1,1983,Sliding,12.45997,43.32086,2,535,False,False,False,False,True
Umbria,Perugia,Gubbio,Polverino di Serra Brunamonti,17,1,1983,Debris flow,12.64232,43.26401,2,535,False,False,False,False,True
Umbria,Perugia,Gubbio,Padule - Lungo la SP di Pian D'Assino,6,1,1997,Fall,12.61433,43.32471,1,536,True,True,True,True,False
Umbria,Perugia,Gubbio,Gola del Bottaccione - Lungo la SS n. 298 Eugubina nel tratto Gubbio-Scheggia,30,8,1999,Fall,12.57762,43.35912,1,537,True,False,False,False,False
Umbria,Perugia,Gubbio,Gubbio - Lungo la SS n. 298 Eugubina per Scheggia (appena fuori dalle mura della città),1,1,1997,Fall,12.57676,43.35835,1,538,True,True,True,True,False
Umbria,Perugia,Magione,Agello,6,3,1986,Sliding,12.23722,43.06958,1,539,True,False,False,False,False
Umbria,Perugia,Montefalco,Osteria San Marco,15,3,1979,Sliding,12.60743,42.8946,1,540,False,False,False,True,False
Umbria,Perugia,Montone,Montone,16,11,1963,Fall,12.32674,43.36455,1,541,False,False,False,False,True
Umbria,Perugia,Nocera Umbra,SC Parrano - Isola,18,10,1983,Sliding,12.77911,43.14276,1,542,True,False,False,False,False
Umbria,Perugia,Panicale,Case Paolinami,31,8,1984,Sliding,12.14132,43.01802,1,543,False,False,False,False,True
Umbria,Perugia,Panicale,Macereto - Fosso Macereto,1,11,1982,Sliding,12.13932,42.99056,1,544,False,False,False,False,True
Umbria,Perugia,Perugia,Montebello,15,4,1957,Sliding,12.40298,43.07693,1,545,True,True,False,True,False
Umbria,Perugia,Perugia,Ponte San Giovanni,15,2,1960,Sliding,12.44733,43.09242,1,546,True,False,False,True,False
Umbria,Perugia,Perugia,Perugia - Cava della Breccia,25,3,1978,Sliding,12.42055,43.11972,1,547,True,True,True,True,False
Umbria,Perugia,Perugia,Perugia - Lungo la strada della Trinità,22,9,1996,Fall,12.32863,43.11166,1,548,True,False,True,False,False
Umbria,Perugia,Perugia,San Fortunato della Collina,11,2,1963,Sliding,12.3881,43.05499,1,549,True,False,False,True,False
Umbria,Perugia,Perugia,Ponte San Giovanni - Galleria San Martinello (lungo la linea FS Foligno-Terontola),21,2,1963,Sliding,12.39234,43.06307,1,550,True,True,True,True,False
Umbria,Perugia,Perugia,Perugia - Via Maitani,4,2,1970,Sliding,12.40201,43.11712,1,551,True,False,False,False,False
Umbria,Perugia,Preci,Castelvecchio,15,12,1984,Sliding,13.02088,42.89161,1,552,False,False,False,False,True
Umbria,Perugia,Preci,Cervara - Lungo la SS della Valnerina,20,2,1986,Fall,13.01195,42.89764,1,553,True,True,False,False,False
Umbria,Perugia,Sant'Anatolia di Narco,Sant'Anatolia di Narco - Lungo la strada Caso - Gavelli - Fosso del Miracolo,18,8,1969,Fall,12.8876,42.70147,1,554,False,False,False,False,True
Umbria,Perugia,Scheggia e Pascelupo,Isola Fossara,1,3,1986,Sliding,12.73875,43.43422,1,555,True,True,True,False,False
Umbria,Perugia,Scheggino,Lo Schioppo,28,9,1996,Fall,12.79751,42.69398,2,556,False,True,False,False,False
Umbria,Perugia,Sellano,Sellano - Zona campo sportivo,11,1,1983,Complex,12.92347,42.88847,1,557,False,False,False,False,True
Umbria,Perugia,Sellano,Postignano - Casamaccio,14,4,1978,Sliding,12.91614,42.86746,1,558,True,False,True,True,False
Umbria,Perugia,Spoleto,Monteluco - Eremo di San Pietro,1,10,1984,Fall,12.75292,42.72315,1,559,True,True,True,False,False
Umbria,Perugia,Todi,Todi - Viale della Fabbrica (zona mattatoio),23,6,1984,Complex,12.40883,42.78601,1,560,False,False,False,True,False
Umbria,Perugia,Todi,Todi - Cimitero Nuovo,1,5,1985,Sliding,12.40741,42.78999,1,561,False,False,False,False,True
Umbria,Perugia,Todi,Todi - C. Cascianelli,28,12,1982,Sliding,12.42439,42.76984,1,562,False,True,False,False,False
Umbria,Perugia,Torgiano,Torgiano,13,9,1970,Sliding,12.43445,43.02657,1,563,False,False,False,False,True
Umbria,Perugia,Tuoro sul Trasimeno,Linea FS Foligno-Terontola al km 77+436 - presso la Galleria di Monte Gualandro,13,1,1963,Flow,12.05075,43.19149,1,564,True,True,True,True,False
Umbria,Perugia,Umbertide,Preggio - Lungo la SP per Umbertide,9,11,1997,Fall,12.24996,43.25033,1,565,True,True,True,False,False
Umbria,Perugia,Vallo di Nera,Piedipaterno,5,11,1982,Fall,12.86445,42.7706,1,566,False,False,False,False,True
Umbria,Perugia,Vallo di Nera,Vallo di Nera - Lungo la SS n. 209 della Valnerina nel tratto Borgo Cerreto- Piedipaterno,9,3,1991,Fall,12.88541,42.79225,1,567,False,False,False,False,True
Umbria,Perugia,Vallo di Nera,Piedipaterno - Borgo Cerreto (tra le due località),29,9,1992,Fall,12.88541,42.79225,1,568,False,False,False,False,True
Umbria,Perugia,Valtopina,Valtopina - Zona scolastica,1,4,1978,Sliding,12.7548,43.05851,1,570,True,True,True,True,False
Umbria,Terni,Allerona,Allerona - Le Spiagge,22,2,1985,Sliding,11.94553,42.83553,1,571,False,False,False,False,True
Umbria,Terni,Allerona,Bargiano,17,6,1986,Sliding,11.96927,42.83769,1,572,True,False,False,False,False
Umbria,Terni,Amelia,SC di Macchie,15,9,1984,Sliding,12.38552,42.58332,3,573,True,False,False,False,False
Umbria,Terni,Amelia,Amelia - Lungo la SS n. 205,22,10,1992,Fall,12.41835,42.55329,1,574,True,False,True,False,False
Umbria,Terni,Amelia,Fornole - Lungo la SS n. 205 Amerina,25,7,1999,Fall,12.45734,42.54357,1,575,False,False,False,False,True
Umbria,Terni,Amelia,Collicello,30,1,2001,Fall,12.40556,42.61921,1,576,True,False,False,False,False
Umbria,Terni,Arrone,Castiglioni,21,3,1984,Fall,12.78656,42.57807,1,577,False,False,False,False,True
Umbria,Terni,Arrone,Monte di Arrone,19,9,1984,Fall,12.77305,42.58703,1,578,True,False,False,False,False
Umbria,Terni,Arrone,C. Valle Fredda,8,3,1986,Fall,12.77956,42.56475,1,579,False,True,True,False,False
Umbria,Terni,Baschi,Civitella dei Pazzi,16,4,1983,Fall,12.28153,42.7128,1,580,False,False,True,False,False
Umbria,Terni,Calvi dell'Umbria,Calvi dell'Umbria - Lungo la SP Calvese,18,9,1997,Fall,12.56573,42.40201,1,581,True,False,False,False,False
Umbria,Terni,Fabro,Mandria,6,4,1970,Sliding,11.99692,42.85994,1,582,False,False,False,False,True
Umbria,Terni,Ferentillo,Terria,21,11,1975,Fall,12.83736,42.65991,1,583,True,False,False,False,False
Umbria,Terni,Ferentillo,Fonte di Gabbio,5,10,1965,Sliding,12.78295,42.6302,1,584,False,False,False,False,True
Umbria,Terni,Ferentillo,Monterivoso,15,12,1998,Fall,12.8074,42.61706,1,585,False,True,False,False,False
Umbria,Terni,Ficulle,Olevole - Lungo la SP,5,6,1978,Complex,12.08411,42.86832,1,586,False,False,True,True,False
Umbria,Terni,Guardea,Guardea - Via del Fossato,10,4,1983,Sliding,12.29672,42.62652,1,587,False,True,False,False,False
Umbria,Terni,Narni,Stifone - A monte dell'abitato,28,9,1965,Fall,12.49576,42.49681,1,588,True,False,False,False,False
Umbria,Terni,Narni,Narni - Nei pressi del raccordo tra la SS Tiberina e la SS Ortana,10,8,1977,Fall,12.51616,42.51185,1,589,False,False,False,False,True
Umbria,Terni,Narni,Recentino - Lungo la SS Ortana al km 42+700 (vicino alla centrale idroelettrica di Narni),16,5,1991,Fall,12.51389,42.5057,1,590,False,True,True,True,False
Umbria,Terni,Narni,Narni - Grotta sottostante la SS Tiberina all'altezza del Ponte di Augusto,24,4,2000,Fall,12.51454,42.52792,1,591,False,False,True,False,False
Umbria,Terni,Orvieto,Orvieto - Rocca Ripesena,12,12,1993,Fall,12.07036,42.72393,1,592,False,False,True,True,False
Umbria,Terni,Orvieto,Orvieto - Rocca Ripesena - Fosso Fontana,29,6,1991,Fall,12.07036,42.72393,1,593,False,False,False,False,True
Umbria,Terni,Orvieto,Tordimonte,28,11,1975,Fall,12.17665,42.69724,1,594,True,False,False,False,False
Umbria,Terni,Orvieto,Baschi Scalo - Lungo la linea FS Firenze-Roma,3,2,1986,Fall,12.20418,42.68828,1,595,True,False,False,False,False
Umbria,Terni,Orvieto,Orvieto - Zona Confaloniera,15,9,1984,Fall,12.11416,42.72297,3,573,True,False,False,False,False
Umbria,Terni,Orvieto,Orvieto - Zona Confaloniera,22,8,1980,Fall,12.11416,42.72297,1,596,False,False,False,False,True
Umbria,Terni,Orvieto,Orvieto - Zona Confaloniera,28,1,1981,Fall,12.11416,42.72297,1,597,False,False,False,False,True
Umbria,Terni,Orvieto,Orvieto - Cannicella,14,2,1984,Sliding,12.11008,42.71358,1,598,False,False,False,False,True
Umbria,Terni,Orvieto,Orvieto,17,9,1985,Fall,12.11347,42.71979,1,599,False,False,False,False,True
Umbria,Terni,Orvieto,Orvieto - Lungo la SC di Corbara al km 7,2,1,2001,Fall,12.22801,42.70739,1,600,False,False,False,False,True
Umbria,Terni,Otricoli,Otricoli - Scuola Elementare,20,11,1979,Sliding,12.47817,42.42094,1,601,True,False,False,False,False
Umbria,Terni,San Gemini,Colle Pizzuto - Lungo il corso del T. Cerreta,15,2,1966,Complex,12.52169,42.61668,1,602,True,False,False,True,False
Umbria,Terni,San Gemini,San Gemini - Lungo la Strada Tuderte,9,1,1963,Sliding,12.55186,42.62082,2,603,True,True,True,True,False
Umbria,Terni,Terni,Cascata delle Marmore -  Toro,5,2,1986,Fall,12.71349,42.55207,1,604,True,False,False,False,False
Umbria,Terni,Terni,Cesi,8,10,1965,Fall,12.58667,42.61018,1,605,False,False,False,False,True
Umbria,Terni,Terni,Cervara,3,1,1986,Fall,12.68312,42.55975,1,606,True,False,False,False,False
Umbria,Terni,Terni,Terni - Lungo la SS n. 79 dal km 17+000 al km 18+800,1,5,1960,Fall,12.69163,42.54519,1,607,True,True,True,True,False
Umbria,Terni,Terni,Terni - Lungo la SP Valdiserra per Rocca San Zenone,4,5,1998,Fall,12.67679,42.58643,1,608,True,False,True,False,False
Umbria,Terni,Avigliano Umbro,Santa  Restituta,16,11,1976,Fall,12.34426,42.64523,1,609,True,True,True,True,False
Marche,Pesaro e Urbino,Acqualagna,Furlo,1,12,1984,Fall,12712,43.63919,1,610,True,False,False,False,False
Marche,Pesaro e Urbino,Acqualagna,"Furlo - Lungo la SS n. 3 \Flaminia\""""",23,12,1994,Fall,12.71196,43.63726,1,611,True,False,False,False,False
Marche,Pesaro e Urbino,Cagli,Pianello di Cagli - Pietralunga (tra le due località lungo la SP n. 29),9,4,2001,Fall,12.53577,43.50587,1,612,False,True,False,False,False
Marche,Pesaro e Urbino,Fermignano,Passo del Furlo - Lato nord della Galleria Romana lungo la vecchia SS Flaminia,11,5,1996,Fall,12.73107,43.65544,1,613,False,True,False,False,False
Marche,Pesaro e Urbino,Sassocorvaro,Sassocorvaro,28,1,1952,Sliding,12.4951,43.78261,1,615,True,True,False,False,False
Marche,Ancona,Ancona,Ancona - Spiaggia del Passetto,1,10,1981,Fall,13.54163,43.61108,1,616,True,False,False,False,False
Marche,Ancona,Ancona,Ancona - Rupe del Passetto,3,9,1991,Fall,13.53813,43.61219,1,618,False,False,False,False,True
Marche,Ancona,Ancona,Ancona - Rupe del Passetto,27,12,1982,Fall,13.53813,43.61219,1,619,True,True,True,False,False
Marche,Ancona,Ancona,Gallignano,8,1,1953,Complex,13.42546,43.56442,2,620,True,True,True,True,False
